id,name,host_is_superhost,neighbourhood_cleansed,latitude,longitude,room_type,price,weekly_price,monthly_price,number_of_reviews,first_review,review_scores_rating,first_year
18664979,Private Suite! 15 Minutes to Ohare|CUBS Sleeps 8,1.0,Irving Park,41.95944,-87.71705,Private room,67.0,470.28846153846155,2037.9166666666667,33,2017-05-16,98.0,2017
18665260,One-of-a-kind duplex down in West Town,0.0,West Town,41.88987,-87.66218,Entire home/apt,300.0,2105.769230769231,9125.0,6,2017-06-25,96.0,2017
18665347,Luxury Penthouse in the hottest area of the city,0.0,Near North Side,41.89443,-87.62797,Entire home/apt,850.0,5966.346153846154,25854.166666666668,5,2017-10-26,100.0,2017
18668156,"Heart of Lincoln Park, right on Lincoln",0.0,Lincoln Park,41.92348,-87.64744,Entire home/apt,190.0,1333.6538461538462,5779.166666666667,139,2017-05-21,92.0,2017
18668702,"Heart of Lincoln Park, right off Lincoln",0.0,Lincoln Park,41.92345,-87.64507,Entire home/apt,190.0,1333.6538461538462,5779.166666666667,114,2017-06-18,94.0,2017
18669485,Heart of Wicker Park 2 bedroom,0.0,West Town,41.90387,-87.6712,Entire home/apt,190.0,1333.6538461538462,5779.166666666667,124,2017-06-04,92.0,2017
18669569,"Heart of Wicker Park, 3 bedroom",0.0,West Town,41.90448,-87.67497,Entire home/apt,190.0,1333.6538461538462,5779.166666666667,113,2017-06-17,93.0,2017
18670873,Quiet Street - Easy Parking in Logan Square!,1.0,Logan Square,41.91799,-87.72301,Private room,50.0,350.96153846153845,1520.8333333333333,45,2017-11-30,97.0,2017
18672130,3b/3b Super Luxury Sky Loft w/ Indoor Pool & Spa | By ENVITAE,1.0,Near North Side,41.89261,-87.62333,Entire home/apt,1124.0,7889.615384615385,34188.333333333336,62,2017-05-28,97.0,2017
18675162,WRIGLEYVILLE LOFT W/ BALCONY 2,0.0,Uptown,41.96521,-87.6617,Entire home/apt,85.0,596.6346153846154,2585.4166666666665,110,2017-06-02,89.0,2017
18687892,Renovated 3BR Duplex in Logan Square,1.0,Logan Square,41.92513,-87.71136,Entire home/apt,119.0,835.2884615384615,3619.5833333333335,66,2017-05-22,94.0,2017
18688380,"Great Location, Gold Coast!",0.0,Near North Side,41.89983,-87.63265,Entire home/apt,78.0,547.5,2372.5,127,2017-12-09,94.0,2017
18690593,"3BD, 2.5 BTH - Next Door Townhome",0.0,Humboldt Park,41.91226,-87.7067,Entire home/apt,215.0,1509.1346153846155,6539.583333333333,35,2017-07-29,97.0,2017
18691257,All new Logan Square Studio WITH A/C,1.0,Logan Square,41.92462,-87.70891,Entire home/apt,120.0,842.3076923076923,3650.0,104,2017-05-23,98.0,2017
18697223,Contemporary Apartment in Hip Neighborhood,1.0,Lower West Side,41.85824,-87.65223,Entire home/apt,130.0,912.5,3954.1666666666665,83,2017-07-02,98.0,2017
18704537,Spacious 4BR/2BA Duplex near Wrigley!,1.0,Lake View,41.93974,-87.66359,Entire home/apt,115.0,807.2115384615385,3497.9166666666665,35,2017-05-22,99.0,2017
18708060,Entire Level in north park by Brown Line Subway,0.0,Albany Park,41.97181,-87.71274,Entire home/apt,81.0,568.5576923076923,2463.75,84,2017-05-23,88.0,2017
18708881,GLASS HAUS STUDIO + KING BED!,0.0,Near North Side,41.89652,-87.63249,Entire home/apt,121.0,849.3269230769231,3680.4166666666665,2,2017-07-10,100.0,2017
18708974,ARKADIA TOWER FURNISHED STUDIO GYM POOL SPA (30),1.0,Near West Side,41.87981,-87.64619,Entire home/apt,79.0,554.5192307692307,2402.9166666666665,2,2018-04-18,90.0,2018
18717982,Historical Lincoln Park Home,0.0,Lincoln Park,41.93121,-87.65431,Entire home/apt,650.0,4562.5,19770.833333333332,4,2017-07-09,100.0,2017
18718810,"SUPERB City Living, Your Home Away From Home",0.0,Loop,41.885,-87.62518,Entire home/apt,73.0,512.4038461538462,2220.4166666666665,36,2017-05-22,98.0,2017
18722151,Single House 3BED/2BATH/1PARKING close to Downtown,1.0,West Ridge,41.99277,-87.67768,Entire home/apt,168.0,1179.2307692307693,5110.0,82,2017-05-22,98.0,2017
18728230,Cozy bed 15 Mins to Ohare|Downtwn,1.0,Irving Park,41.96,-87.71733,Shared room,19.0,133.3653846153846,577.9166666666666,44,2017-06-03,96.0,2017
18728533,15 Mins to Ohare|Downtwn. Comfy bed,1.0,Irving Park,41.95925,-87.71681,Shared room,15.0,105.28846153846153,456.25,39,2017-05-21,95.0,2017
18728582,"Cozy, bed 15 Mins to Ohare|Downtwn",1.0,Irving Park,41.96087,-87.71675,Shared room,26.0,182.5,790.8333333333334,21,2017-05-23,93.0,2017
18728672,Cozy bed 15 Mins to Ohare|Downtwn,1.0,Irving Park,41.95989,-87.71795,Shared room,15.0,105.28846153846153,456.25,48,2017-05-22,92.0,2017
18728731,Cozy bed 15 mins to Ohare|downtwn,1.0,Irving Park,41.96046,-87.71815,Shared room,19.0,133.3653846153846,577.9166666666666,57,2017-06-04,94.0,2017
18735316,Private Large bedroom in 5bed/3ba penthouse,0.0,Hyde Park,41.80076,-87.59991,Private room,60.0,421.15384615384613,1825.0,28,2017-06-05,91.0,2017
18735326,Experience Chicago right from your window,1.0,Humboldt Park,41.9099,-87.73227,Entire home/apt,95.0,666.8269230769231,2889.5833333333335,32,2017-07-01,96.0,2017
18736077,3000+ SF Luxury 4+ Bed/3 Bath Wrigley & Boystown,1.0,Lake View,41.9434,-87.6505,Entire home/apt,600.0,4211.538461538462,18250.0,27,2017-06-04,100.0,2017
18736235,PENTHOUSE KING studio suite downtown River North!,1.0,Near North Side,41.89784,-87.63257,Entire home/apt,140.0,982.6923076923077,4258.333333333333,1,2018-07-28,100.0,2018
18743864,Open Layout 1.5BR/1BA Lakeview-Belmont,0.0,Lake View,41.93963,-87.65158,Entire home/apt,91.0,638.75,2767.9166666666665,13,2017-05-29,98.0,2017
18746761,4 bedroom house w/ yard in top neighborhood,0.0,West Town,41.89573,-87.68876,Entire home/apt,175.0,1228.3653846153845,5322.916666666667,4,2017-07-02,100.0,2017
18747334,ARKADIA WEST LOOP FURNISHED 1 BED POOL GYM (21),1.0,Near West Side,41.87954,-87.64776,Entire home/apt,135.0,947.5961538461538,4106.25,2,2018-05-11,90.0,2018
18748744,P's Parlor,1.0,Portage Park,41.94574,-87.74438,Private room,50.0,350.96153846153845,1520.8333333333333,18,2017-05-22,98.0,2017
18749174,Bright & Spacious condo,1.0,Woodlawn,41.78088,-87.59383,Private room,52.0,365.0,1581.6666666666667,39,2017-09-03,99.0,2017
18755550,"Clean and spacious, awesome Lakeview location!",1.0,Lake View,41.93376,-87.65993,Entire home/apt,132.0,926.5384615384615,4015.0,29,2017-08-06,99.0,2017
18756120,Lincoln Park/DePaul 3BR Apartment,1.0,Lincoln Park,41.91864,-87.65458,Entire home/apt,350.0,2456.730769230769,10645.833333333334,70,2017-07-22,99.0,2017
18785874,Beautiful Treehouse Apartment in Andersonville,1.0,Edgewater,41.98027,-87.67287,Private room,65.0,456.25,1977.0833333333333,54,2017-05-23,98.0,2017
18786342,☆City'sBestNeighborhood|Cafe's|Nightlife|Walkable☆,1.0,West Town,41.90104,-87.6718,Entire home/apt,80.0,561.5384615384615,2433.3333333333335,99,2017-06-04,100.0,2017
18794394,Large Room in Artist Loft,1.0,Near West Side,41.87955,-87.65116,Private room,90.0,631.7307692307693,2737.5,151,2017-05-28,94.0,2017
18806489,Sunny Side of Lincoln Sq. 1 Bedroom in Shared Home,0.0,Lincoln Square,41.96283,-87.68564,Private room,55.0,386.0576923076923,1672.9166666666667,54,2017-06-17,99.0,2017
18820748,One-of-a-kind Duplex in West Town,0.0,West Town,41.89043,-87.66083,Entire home/apt,350.0,2456.730769230769,10645.833333333334,12,2017-08-07,95.0,2017
18822176,Charming Cozy Master Bedroom for Travel Lover,1.0,West Town,41.89559,-87.66451,Private room,78.0,547.5,2372.5,58,2017-06-14,96.0,2017
18824563,Sunny rehabbed single family home !,1.0,Logan Square,41.9214,-87.71561,Entire home/apt,97.0,680.8653846153846,2950.4166666666665,2,2018-11-25,100.0,2018
18826618,"2 BR in hip Logan Square (cute baby and dog, too!)",1.0,Logan Square,41.92017,-87.71546,Private room,70.0,491.34615384615387,2129.1666666666665,54,2017-06-14,99.0,2017
18836903,Grand Garden Getaway with Chic Cottage Atmosphere,1.0,Edgewater,41.98462,-87.66688,Entire home/apt,225.0,1579.326923076923,6843.75,58,2017-06-06,99.0,2017
18837035,2bed/2bath in Chicago loop,0.0,Loop,41.88496,-87.62708,Entire home/apt,190.0,1333.6538461538462,5779.166666666667,1,2017-05-27,100.0,2017
18837527,Luxury by the Lake,1.0,Rogers Park,42.00804,-87.66333,Entire home/apt,175.0,1228.3653846153845,5322.916666666667,27,2017-06-08,96.0,2017
18843399,"Spacious, Sunny Unit Near Wrigley!",1.0,Uptown,41.96091,-87.65621,Private room,60.0,421.15384615384613,1825.0,39,2017-06-05,97.0,2017
18853537,"✅ City Haven, Tree lined, 2 Floors, Superhost ⚾️",1.0,Lake View,41.94164,-87.66194,Entire home/apt,245.0,1719.7115384615386,7452.083333333333,50,2017-06-04,100.0,2017
18854028,Charming 2BR on Quiet Street Close to the Action,1.0,Lake View,41.93576,-87.65747,Entire home/apt,379.0,2660.2884615384614,11527.916666666666,56,2017-06-21,99.0,2017
18855356,3br Townhouse near Wrigley and Restaurants,0.0,Lake View,41.95,-87.66515,Entire home/apt,350.0,2456.730769230769,10645.833333333334,9,2017-07-02,96.0,2017
18855639,West Town Living in a Bright and Private Room,1.0,West Town,41.89285,-87.66143,Private room,115.0,807.2115384615385,3497.9166666666665,43,2017-06-11,100.0,2017
18856449,-CHICAGO STUDIO IN JEFFERSON PARK O'HARE ROSEMONT-,1.0,Jefferson Park,41.9704,-87.76517,Entire home/apt,69.0,484.3269230769231,2098.75,45,2017-07-28,96.0,2017
18857266,1890's Brown Stone with all the updates,1.0,Grand Boulevard,41.81176,-87.60868,Entire home/apt,110.0,772.1153846153846,3345.8333333333335,32,2017-06-30,98.0,2017
18857798,"Cozy, newly remodeled apartment in Wicker Park",0.0,West Town,41.89981,-87.67233,Shared room,52.0,365.0,1581.6666666666667,25,2017-06-01,94.0,2017
18864337,"Bright, spacious apartment close to transit & ORD",0.0,Portage Park,41.95826,-87.75784,Entire home/apt,112.0,786.1538461538462,3406.6666666666665,5,2017-07-09,100.0,2017
18871593,Cozy Peach room,1.0,North Park,41.99232,-87.71478,Private room,28.0,196.53846153846155,851.6666666666666,31,2017-06-02,94.0,2017
18872779,"Great Location, Gold Coast. One Bedroom",0.0,Near North Side,41.90174,-87.63208,Entire home/apt,132.0,926.5384615384615,4015.0,115,2018-01-04,94.0,2018
18875441,This Old House Hyde Park near U Chicago #3,1.0,Woodlawn,41.7843,-87.61217,Private room,46.0,322.88461538461536,1399.1666666666667,30,2017-06-06,93.0,2017
18876938,Designer loft in the heart of River West,1.0,West Town,41.89555,-87.65376,Entire home/apt,700.0,4913.461538461538,21291.666666666668,30,2017-06-04,99.0,2017
18878959,726 S May,0.0,Near West Side,41.87253,-87.65488,Private room,48.0,336.9230769230769,1460.0,4,2017-06-04,93.0,2017
18888006,"Modern, Urban 1BR in heart of Humboldt Park",1.0,West Town,41.9028,-87.69261,Private room,60.0,421.15384615384613,1825.0,41,2017-06-04,100.0,2017
18893157,Exposed brick loft in the heart of Old Town,0.0,Near North Side,41.90762,-87.63465,Entire home/apt,145.0,1017.7884615384615,4410.416666666667,3,2017-06-05,100.0,2017
18895130,Luxurious 46th Floor River North Chicago Studio,1.0,Near North Side,41.89272,-87.6268,Entire home/apt,200.0,1403.8461538461538,6083.333333333333,32,2017-07-02,100.0,2017
18900360,Wrigleyville Getaway,0.0,Lake View,41.94815,-87.65975,Entire home/apt,295.0,2070.673076923077,8972.916666666666,60,2017-08-13,95.0,2017
18912348,French-Moroccan Escape in River North,0.0,Near North Side,41.89107,-87.62907,Entire home/apt,139.0,975.6730769230769,4227.916666666667,3,2017-07-16,100.0,2017
18913057,Guest private room,1.0,Auburn Gresham,41.75464,-87.66441,Private room,32.0,224.6153846153846,973.3333333333334,47,2017-06-05,95.0,2017
18918084,Urban Victorian Penthouse-Wrigley/Cubs/Vic/Theatre,1.0,Lake View,41.93938,-87.65542,Entire home/apt,120.0,842.3076923076923,3650.0,95,2017-06-15,99.0,2017
18919800,Creative Room in the Sky,0.0,Lower West Side,41.85693,-87.67001,Private room,31.0,217.59615384615384,942.9166666666666,165,2017-05-30,93.0,2017
18926227,University of Chicago Campus Room,0.0,Hyde Park,41.79553,-87.60026,Private room,55.0,386.0576923076923,1672.9166666666667,3,2017-07-28,87.0,2017
18926657,Vintage Charm & Modern Comfort in Logan Square,1.0,Logan Square,41.92519,-87.71162,Entire home/apt,100.0,701.9230769230769,3041.6666666666665,64,2017-10-08,100.0,2017
18928220,Urban Retreat @ Fulton House!,0.0,East Garfield Park,41.8855,-87.70656,Entire home/apt,99.0,694.9038461538462,3011.25,68,2017-06-12,93.0,2017
18930157,"Wrigley Field, Boystown, and the L are Steps Away!",0.0,Lake View,41.94488,-87.6515,Entire home/apt,125.0,877.4038461538462,3802.0833333333335,13,2017-06-25,97.0,2017
18932606,"Boutique and comfy 1 bedroom, East Village",1.0,West Town,41.90016,-87.67552,Entire home/apt,135.0,947.5961538461538,4106.25,44,2017-06-14,100.0,2017
18933896,Private Bedroom - Unique Artist Loft in West Loop,1.0,Near West Side,41.88498,-87.65286,Private room,100.0,701.9230769230769,3041.6666666666665,155,2017-06-04,95.0,2017
18941958,Spacious apartment in Budlong Woods/Lincoln Square,0.0,Lincoln Square,41.98034,-87.69016,Entire home/apt,99.0,694.9038461538462,3011.25,28,2017-07-02,100.0,2017
18945340,Home away from home,0.0,North Lawndale,41.86899,-87.69899,Private room,41.0,287.78846153846155,1247.0833333333333,50,2017-06-11,93.0,2017
18949467,Spacious 2-story Wrigleyville Coach House,0.0,Lake View,41.94456,-87.6542,Entire home/apt,450.0,3158.653846153846,13687.5,3,2017-07-23,100.0,2017
18949863,Cozy studio,0.0,Belmont Cragin,41.91681,-87.75598,Private room,35.0,245.67307692307693,1064.5833333333333,4,2018-03-31,90.0,2018
18963114,Wrigley Field 4min walk/ Celebrate Chicago Pride,0.0,Lake View,41.94877,-87.65147,Entire home/apt,105.0,737.0192307692307,3193.75,23,2017-06-24,94.0,2017
18965236,2 Bedroom-Turkish Style Apt in Chicago Train/Bus,0.0,Portage Park,41.96628,-87.77182,Entire home/apt,50.0,350.96153846153845,1520.8333333333333,1,2019-04-09,80.0,2019
18971737,"Three Bedroom, One Bath in the Windy City",1.0,West Town,41.89556,-87.65851,Entire home/apt,148.0,1038.8461538461538,4501.666666666667,40,2017-07-02,98.0,2017
18971989,Chicago-Luxe. Welcome Home.,1.0,Near North Side,41.88838,-87.61765,Entire home/apt,200.0,1403.8461538461538,6083.333333333333,90,2017-06-03,100.0,2017
18972920,Quaint + Quirky Renovated Attic Apartment,0.0,Logan Square,41.92129,-87.71103,Entire home/apt,85.0,596.6346153846154,2585.4166666666665,14,2017-06-10,97.0,2017
18978187,"Chic, Modern Lincoln Square Apartment with Open Layout",1.0,Lincoln Square,41.97606,-87.69088,Entire home/apt,79.0,554.5192307692307,2402.9166666666665,59,2018-06-16,98.0,2018
18993193,South Shore Apt. 3 Bedrooms 2 Blocks from Lake,0.0,South Shore,41.76871,-87.56881,Entire home/apt,84.0,589.6153846153846,2555.0,66,2017-06-14,92.0,2017
18994664,Two Level Lakeview Designer Home,0.0,Lake View,41.94166,-87.65552,Entire home/apt,99.0,694.9038461538462,3011.25,101,2017-06-04,96.0,2017
19000293,Cozy Fresh Bedroom for Travel Lover,1.0,West Town,41.89633,-87.66235,Private room,65.0,456.25,1977.0833333333333,34,2017-06-11,99.0,2017
19008628,"Spacious Condo, Fully Equipped Kitchen, Near CTA",0.0,Rogers Park,42.01298,-87.67382,Entire home/apt,50.0,350.96153846153845,1520.8333333333333,3,2018-05-13,80.0,2018
19009981,The University of Chicago Campus Room,0.0,Hyde Park,41.79432,-87.59491,Private room,70.0,491.34615384615387,2129.1666666666665,3,2018-07-18,67.0,2018
19013761,Private bedroom & bath VERY close to Wrigley Field,1.0,Lake View,41.94462,-87.65225,Private room,80.0,561.5384615384615,2433.3333333333335,18,2017-07-01,99.0,2017
19017796,Edison Park Apartment,0.0,Edison Park,41.99707,-87.80762,Entire home/apt,83.0,582.5961538461538,2524.5833333333335,8,2017-06-09,100.0,2017
19018397,Walk to Wrigley; Ride to Downtown; Sleeps 6,1.0,Uptown,41.96448,-87.66957,Entire home/apt,90.0,631.7307692307693,2737.5,82,2017-07-24,97.0,2017
19018717,Cozy apartment in quiet residential area,1.0,Bridgeport,41.83602,-87.6556,Entire home/apt,69.0,484.3269230769231,2098.75,188,2017-06-03,99.0,2017
19018922,The Midway Flat,1.0,Archer Heights,41.80385,-87.71764,Entire home/apt,599.0,4204.5192307692305,18219.583333333332,11,2017-07-17,98.0,2017
19038415,"☀ King Bed with TV, 20 Min to Downtown ☀",1.0,Norwood Park,41.9931,-87.78361,Private room,60.0,421.15384615384613,1825.0,14,2017-06-10,100.0,2017
19038878,Comfortable room in the Heart of Chicago,1.0,Lower West Side,41.85456,-87.67829,Private room,46.0,322.88461538461536,1399.1666666666667,32,2017-06-12,98.0,2017
19044554,Living Room by the Lake,0.0,Rogers Park,42.01579,-87.66901,Private room,29.0,203.55769230769232,882.0833333333334,31,2017-06-10,94.0,2017
19047346,Charming Logan Square Room- lots of natural light,0.0,Logan Square,41.91627,-87.71549,Private room,55.0,386.0576923076923,1672.9166666666667,62,2017-06-19,100.0,2017
19049778,LINEA MODERN FURNISHED ONE BED FITNESS POOL (36),1.0,Loop,41.88481,-87.63425,Entire home/apt,99.0,694.9038461538462,3011.25,5,2017-08-28,100.0,2017
19051403,Chicago apartment 1 block from Thalia Hall/Dusek's,0.0,Lower West Side,41.8564,-87.6583,Entire home/apt,70.0,491.34615384615387,2129.1666666666665,17,2017-08-20,99.0,2017
19052529,Private Folk Art Room,1.0,Rogers Park,42.02023,-87.66889,Private room,44.0,308.84615384615387,1338.3333333333333,22,2017-08-14,100.0,2017
19053809,"Prime Location, Local Attractions and Lakeviews!",0.0,Near North Side,41.8937,-87.61555,Entire home/apt,152.0,1066.923076923077,4623.333333333333,97,2017-06-13,92.0,2017
19066757,Sunny! 2 Bedroom! Garage! Wicker Park!,0.0,West Town,41.90291,-87.66692,Entire home/apt,300.0,2105.769230769231,9125.0,40,2017-06-12,96.0,2017
19069348,Incredible 2BR in Wicker Park by Sonder,0.0,West Town,41.90599,-87.67816,Entire home/apt,134.0,940.5769230769231,4075.8333333333335,19,2018-04-16,95.0,2018
19073464,"Apartment home near UofChicago, Greenline and Lake",0.0,Woodlawn,41.78194,-87.60771,Entire home/apt,90.0,631.7307692307693,2737.5,52,2017-07-18,92.0,2017
19084559,Great location! Beautiful entire 1st floor,0.0,Lower West Side,41.85822,-87.65904,Entire home/apt,114.0,800.1923076923077,3467.5,90,2017-06-20,93.0,2017
19085037,Modern Condo with Chicago Charm,0.0,Albany Park,41.96469,-87.71846,Entire home/apt,95.0,666.8269230769231,2889.5833333333335,174,2017-07-10,96.0,2017
19087342,Comfy & Clean Wicker Park Apartment - Sleeps 10,0.0,West Town,41.90623,-87.68288,Entire home/apt,268.0,1881.1538461538462,8151.666666666667,23,2017-06-25,95.0,2017
19088115,Designer Home in Ukrainian Village / Chicago,1.0,West Town,41.90023,-87.6809,Entire home/apt,210.0,1474.0384615384614,6387.5,25,2017-11-26,98.0,2017
19088359,South loop/downtown Chicago Condo,0.0,Near South Side,41.86079,-87.62007,Entire home/apt,200.0,1403.8461538461538,6083.333333333333,9,2017-06-04,90.0,2017
19093227,Big space in humboldt park,0.0,Humboldt Park,41.89968,-87.72563,Entire home/apt,69.0,484.3269230769231,2098.75,9,2018-07-05,91.0,2018
19093790,Gem Loft in the Gold Coast!,1.0,Near North Side,41.90529,-87.62939,Entire home/apt,121.0,849.3269230769231,3680.4166666666665,57,2017-12-03,95.0,2017
19100264,"Spacious PRIVATE Bedroom, FREE WIFI, & more...",0.0,South Chicago,41.73801,-87.56425,Private room,25.0,175.48076923076923,760.4166666666666,1,2018-08-04,100.0,2018
19101426,3 BR East Lakeview Coach House with Large Patio,1.0,Lake View,41.93409,-87.6396,Entire home/apt,350.0,2456.730769230769,10645.833333333334,57,2017-06-16,99.0,2017
19101743,Chicago's Pleasantville Townhome,0.0,Austin,41.91501,-87.76106,Private room,50.0,350.96153846153845,1520.8333333333333,87,2017-08-13,93.0,2017
19111753,Nice one bedroom/bath in the South Shore area.,0.0,South Shore,41.76593,-87.59142,Private room,52.0,365.0,1581.6666666666667,11,2017-06-11,94.0,2017
19112227,Large One Bedroom in Beautiful Lincoln Park,0.0,Lincoln Park,41.92374,-87.63946,Entire home/apt,110.0,772.1153846153846,3345.8333333333335,1,2017-06-18,100.0,2017
19113654,Beautifully Sunlit Bedroom in Rogers Park Vintage,1.0,West Ridge,42.00668,-87.68313,Private room,35.0,245.67307692307693,1064.5833333333333,33,2017-07-16,96.0,2017
19114011,Private room with Private Bath & FREE Parking,1.0,Douglas,41.83303,-87.61966,Private room,60.0,421.15384615384613,1825.0,67,2017-07-31,93.0,2017
19116268,Vintage space With Modern Taste!,0.0,Woodlawn,41.7834,-87.59188,Private room,65.0,456.25,1977.0833333333333,13,2017-06-10,97.0,2017
19117023,3 Bedroom APT Walking Distance From Wrigley Field,0.0,Lake View,41.94736,-87.66884,Entire home/apt,250.0,1754.8076923076924,7604.166666666667,3,2018-03-18,80.0,2018
19118210,SUITE HOME CHICAGO ! Your Own Private Floor!,1.0,Irving Park,41.955,-87.71299,Private room,75.0,526.4423076923077,2281.25,70,2017-06-25,98.0,2017
19120473,Elegantly Designed Condominium Close to Wrigley Field,1.0,Lake View,41.94497,-87.66267,Entire home/apt,295.0,2070.673076923077,8972.916666666666,39,2017-07-03,99.0,2017
19121932,Private room in Lakeview!,0.0,Lake View,41.94197,-87.65536,Private room,56.0,393.0769230769231,1703.3333333333333,9,2017-06-12,97.0,2017
19122125,3 Story Townhome - Walk to Wrigley and Beach!!,0.0,Lake View,41.95417,-87.65192,Entire home/apt,229.0,1607.4038461538462,6965.416666666667,8,2017-07-02,95.0,2017
19123858,Great Location Studio II,0.0,Near North Side,41.90124,-87.63056,Entire home/apt,100.0,701.9230769230769,3041.6666666666665,165,2017-06-10,95.0,2017
19124180,Great Location Studio III,0.0,Near North Side,41.90197,-87.63043,Entire home/apt,94.0,659.8076923076923,2859.1666666666665,194,2017-06-09,96.0,2017
19131659,ELEGANT MODERN LOFT (The best for my Guest),1.0,Garfield Ridge,41.80505,-87.74871,Entire home/apt,97.0,680.8653846153846,2950.4166666666665,64,2017-07-05,96.0,2017
19136596,Bridgeport Garden Apartment,1.0,Bridgeport,41.83384,-87.64805,Entire home/apt,90.0,631.7307692307693,2737.5,72,2017-07-09,100.0,2017
19143990,Share our Power Recliner,0.0,Irving Park,41.95709,-87.74184,Shared room,25.0,175.48076923076923,760.4166666666666,31,2017-06-16,92.0,2017
19144279,"☀ Private Bedroom, 10 Min to Rosemont & O'Hare ☀",1.0,Norwood Park,41.99204,-87.78306,Private room,50.0,350.96153846153845,1520.8333333333333,24,2017-07-01,99.0,2017
19144299,"Condo 5 blocks from United Center, 2 to train",0.0,Near West Side,41.87942,-87.68473,Entire home/apt,87.0,610.6730769230769,2646.25,10,2017-07-16,86.0,2017
19144659,Award-Winning Solar-Powered Home Near Hyde Park,1.0,Woodlawn,41.77406,-87.59143,Entire home/apt,199.0,1396.826923076923,6052.916666666667,58,2017-07-06,96.0,2017
19156926,UIC area! Free parking! 5 mins from downtown !,0.0,Near West Side,41.86866,-87.6522,Entire home/apt,250.0,1754.8076923076924,7604.166666666667,6,2019-03-17,90.0,2019
19158517,Redesigned Lower Level Studio in Historic Building,1.0,Lincoln Park,41.91398,-87.6428,Entire home/apt,200.0,1403.8461538461538,6083.333333333333,72,2018-01-01,99.0,2018
19161640,Guest Bedroom in a Spacious Lincoln Park Apartment,0.0,Lincoln Park,41.92553,-87.66455,Private room,110.0,772.1153846153846,3345.8333333333335,7,2017-06-19,100.0,2017
19165752,Pilsen 3 bedroom apartment,0.0,Lower West Side,41.85876,-87.65027,Entire home/apt,142.0,996.7307692307693,4319.166666666667,40,2017-06-18,88.0,2017
19174411,LINEA MODERN FURNISHED JR ONE BED GYM POOL (28),1.0,Loop,41.88583,-87.63364,Entire home/apt,135.0,947.5961538461538,4106.25,2,2017-09-16,100.0,2017
19181101,The Morning (Website hidden by Airbnb) To Everything,0.0,Lake View,41.94986,-87.65085,Private room,41.0,287.78846153846155,1247.0833333333333,27,2017-08-06,91.0,2017
19181150,Comfort Living,0.0,Grand Boulevard,41.81857,-87.62315,Entire home/apt,130.0,912.5,3954.1666666666665,35,2017-06-18,96.0,2017
19182676,Heart❤️of Hyde Park: Lakefront Private Room w/Pool,1.0,Kenwood,41.80467,-87.58608,Private room,50.0,350.96153846153845,1520.8333333333333,66,2017-07-23,97.0,2017
19188823,Modern Apartment for your Chicago trip,0.0,Belmont Cragin,41.91967,-87.78828,Private room,170.0,1193.2692307692307,5170.833333333333,6,2017-07-02,100.0,2017
19193521,Unique Tri-level Townhome,0.0,Lincoln Park,41.92951,-87.65483,Entire home/apt,200.0,1403.8461538461538,6083.333333333333,52,2017-07-16,94.0,2017
19193947,LINEA MODERN FURNISHED STUDIO GYM POOL (46),1.0,Loop,41.88471,-87.63535,Entire home/apt,110.0,772.1153846153846,3345.8333333333335,4,2018-01-31,100.0,2018
19194773,West Town/Ukrainian Village/Wicker Park Abode,1.0,West Town,41.90215,-87.68762,Entire home/apt,75.0,526.4423076923077,2281.25,95,2017-11-28,100.0,2017
19195727,"Romantic Room. Quiet, Fresh , Clean.",0.0,Lake View,41.94905,-87.64905,Private room,41.0,287.78846153846155,1247.0833333333333,50,2017-06-12,93.0,2017
19199181,"The Harbor: Homan Square (Queen, 2 Guests) Snooze",0.0,East Garfield Park,41.87334,-87.7131,Private room,49.0,343.9423076923077,1490.4166666666667,67,2017-06-17,78.0,2017
19199419,⭐Huge⭐Perfect Cubs Opening Day Heat!,0.0,Portage Park,41.96595,-87.76707,Entire home/apt,200.0,1403.8461538461538,6083.333333333333,82,2017-08-13,96.0,2017
19206443,中唐招待【101】,0.0,Armour Square,41.84971,-87.63146,Entire home/apt,250.0,1754.8076923076924,7604.166666666667,54,2018-04-22,96.0,2018
19208256,The Grand-Kimbal Lodge.  Eclectic Loft in Logan Square.,1.0,Logan Square,41.92203,-87.71195,Entire home/apt,450.0,3158.653846153846,13687.5,30,2017-08-04,100.0,2017
19222522,West Loop Loft Steps from Restaurant Row,1.0,Near West Side,41.8824,-87.64954,Entire home/apt,215.0,1509.1346153846155,6539.583333333333,68,2017-09-17,100.0,2017
19230286,"Updated Apt, Beach, Restaurants, Loyola! (NO FEE)",1.0,Rogers Park,42.00604,-87.66069,Entire home/apt,46.0,322.88461538461536,1399.1666666666667,32,2017-06-19,93.0,2017
19241474,Bright and Cozy Bedroom in Hip Neighborhood,0.0,West Town,41.89546,-87.68507,Private room,53.0,372.0192307692308,1612.0833333333333,17,2017-06-19,99.0,2017
19242207,"Haddon Hideaway, a cozy room in a Landmark Cottage",1.0,West Town,41.90263,-87.67561,Private room,45.0,315.86538461538464,1368.75,100,2017-07-05,99.0,2017
19242274,Beautiful Lincoln Park/ De Paul Complimentary Pkg,1.0,Lincoln Park,41.91462,-87.64969,Entire home/apt,149.0,1045.8653846153845,4532.083333333333,68,2017-06-26,100.0,2017
19243410,Wrigley Field Grand Slam,0.0,Lake View,41.94662,-87.65556,Shared room,150.0,1052.8846153846155,4562.5,4,2017-08-13,90.0,2017
